Bill No.,Year,Short Title of Bill,Ministry,Date of Introduction,Date of Introduction Proper,Date of Passing in Lok Sabha,Date of Passing in Lok Sabha Proper,Date of Passing in Rajya Sabha,Date of Passing in Rajya Sabha Proper,Diff RS-LS,Diff RS-LS Cleaned,Date of Assent,Date of Assent Proper,Diff Ass-LS,Diff Ass-LS Clean,Act No.,Bill Category,Status,URL for Bills as Introduced,URL for Bills as Passed in Both Houses,URL of Errata
145,2000,"The Appropriation (No.4) Bill, 2000                                                                                                                                                                     ",NA,21-08-2000,8/21/2000,21-08-2000,8/21/2000,22-08-2000,8/22/2000,1,1,9/8/2000,9/8/2000,18,18,41,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/145_2000.pdf,NA,NA
146,2000,"The Appropritation (Railways) No.3, 2000                                                                                                                                                                ",RAILWAYS,22-08-2000,8/22/2000,22-08-2000,8/22/2000,25-08-2000,8/25/2000,3,3,9/8/2000,9/8/2000,17,17,42,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/146_2000.pdf,NA,NA
147,2000,"The Apprppriation (Railways) No. 4 Bill, 2000                                                                                                                                                           ",RAILWAYS,22-08-2000,8/22/2000,22-08-2000,8/22/2000,25-08-2000,8/25/2000,3,3,8/9/2000,8/9/2000,-13,0,43,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/147_2000.pdf,NA,NA
148,2000,"The Auroville (Emergency Provisions) Repeal Bill, 2000                                                                                                                                                  ",HUMAN RESOURCE  DEVELOPMENT,22-11-2000,11/22/2000,3/2/2001,3/2/2001,21-08-2001,8/21/2001,172,172,4/9/2001,4/9/2001,38,38,37,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/148_2000.pdf,NA,NA
149,2000,"The Juvenile Justice (Care And Protection of Childern) Bill, 2000                                                                                                                                       ",SOCIAL JUSTICE AND EMPOWERMENT,22-11-2000,11/22/2000,18-12-2000,12/18/2000,20-12-2000,12/20/2000,2,2,30-12-2000,12/30/2000,12,12,56,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/149_2000.pdf,NA,NA
170,2000,"The Multi - State Co-oprative Societies Bill, 2000                                                                                                                                                      ",AGRICULTURE,24-11-2000,11/24/2000,5/6/2002,5/6/2002,13-05-2002,5/13/2002,7,7,7/3/2002,7/3/2002,58,58,39,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/170_2000.pdf,NA,NA
171,2000,"The Indian Council of World Affairs Bill , 2000.                                                                                                                                                        ",EXTERNAL AFFAIRS,27-11-2000,11/27/2000,18-12-2000,12/18/2000,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Withdrawn                     ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/171_2000.pdf,NA,NA
171,2000,"The Indian Council of World Affairs Bill , 2000.                                                                                                                                                        ",EXTERNAL AFFAIRS,27-11-2000,11/27/2000,18-12-2000,12/18/2000,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/171_2000.pdf,NA,NA
172,2000,"The Constitution ( Ninety- first Amendment ) Bill , 2000.                                                                                                                                               ",NA,27-11-2000,11/27/2000,21-08-2001,8/21/2001,23-08-2001,8/23/2001,2,2,21-02-2002,2/21/2002,184,184,                    ,Constitutional Amendment Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/172_2000.pdf,NA,NA
177,2000,"The Central Road Fund Bill ,2000.                                                                                                                                                                       ",NA,27-11-2000,11/27/2000,12/1/2000,12/1/2000,19-12-2000,12/19/2000,18,18,27-12-2000,12/27/2000,26,26,54,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/177_2000.pdf,NA,NA
179,2000,"The Insurance Laws (Transfer of Business and Emergency Provision) Repeal Bill,2000                                                                                                                      ",NA,30-11-2000,11/30/2000,22-02-2001,2/22/2001,25-04-2001,4/25/2001,62,62,9/5/2001,9/5/2001,195,195,11,Financial Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/179_2000.pdf,NA,NA
180,2000,"The Airports  Authority of  India (Amendment) Bill, 2000                                                                                                                                                ",CIVIL AVIATION,30-11-2000,11/30/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,NA,NA,NA,NA
182,2000,"The Registration and Other Related Laws (Amendments) Bill,2000                                                                                                                                          ",NA,12/1/2000,12/1/2000,28-08-2001,8/28/2001,31-08-2001,8/31/2001,3,3,24-09-2001,9/24/2001,27,27,48,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/182_2000.pdf,NA,NA
194,2000,"The Colonial Prisoners Removal (Repeal) Bill, 2000                                                                                                                                                      ",HOME AFFAIRS,13-12-2000,12/13/2000,22-02-2001,2/22/2001,25-04-2001,4/25/2001,62,62,9/5/2001,9/5/2001,195,195,12,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/194_2000.pdf,NA,NA
195,2000,"The Banking Companies (Acquistion and Transfer of Undertakings) and Financial Institutions Laws (Amendment) Bill,2000                                                                                   ",NA,13-12-2000,12/13/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,NA,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/195_2000.pdf,NA,NA
196,2000,"The Financial Companies Regulation Bill, 2000                                                                                                                                                           ",FINANCE,13-12-2000,12/13/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/196_2000.pdf,NA,NA
198,2000,"The Cine-Workers Welfare Fund ( Amendment) Bill, 2000                                                                                                                                                   ",LABOUR,13-12-2000,12/13/2000,20-11-2001,11/20/2001,12/4/2001,12/4/2001,14,14,13-12-2001,12/13/2001,23,23,56,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/198_2000.pdf,NA,NA
203,2000,"The Taxation Laws (Amendment) Bill, 2000.                                                                                                                                                               ",NA,13-12-2000,12/13/2000,19-12-2000,12/19/2000,22-12-2000,12/22/2000,3,3,1/4/2001,1/4/2001,16,16,1,Financial Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/203_2000.pdf,NA,NA
204,2000,"The Appropriation (No. 5) Bill,2000.                                                                                                                                                                    ",NA,19-12-2000,12/19/2000,19-12-2000,12/19/2000,22-12-2000,12/22/2000,3,3,1/4/2001,1/4/2001,16,16,2,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/204_2000.pdf,NA,NA
207,2000,"The Appropriation (Railways) No.5 Bill,2000.                                                                                                                                                            ",RAILWAYS,20-12-2000,12/20/2000,20-12-2000,12/20/2000,22-12-2000,12/22/2000,2,2,4/1/2001,4/1/2001,102,102,3,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/207_2000.pdf,NA,NA
208,2000,"The Aircraft (Exemption From Taxes and Duties on Fuel and Lubricants) Bill,2000                                                                                                                         ",CIVIL AVIATION,18-12-2000,12/18/2000,5/8/2002,5/8/2002,16-05-2002,5/16/2002,8,8,6/11/2002,6/11/2002,34,34,36,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/208_2000.pdf,NA,NA
209,2000,"The Water (Prevention and Control of Pollution) Cess Act, 1977                                                                                                                                          ",ENVIRONMENT AND FORESTS,15-12-2000,12/15/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,NA,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/209_2000.pdf,NA,NA
211,2000,"The National Bank For Agriculture and Rural Development (Amendment) Bill, 2000                                                                                                                          ",NA,15-12-2000,12/15/2000,18-12-2000,12/18/2000,20-12-2000,12/20/2000,2,2,30-12-2000,12/30/2000,12,12,55,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/211_2000.pdf,NA,NA
220,2000,"The Fiscal Responsiblitiy and Budget Management Bill, 2000                                                                                                                                              ",NA,20-12-2000,12/20/2000,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,NA,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/220_2000.pdf,NA,NA
11,1999,"The Dentists (Amendment) Bill, 1993                                                                                                                                                                     ",HEALTH AND FAMILY WELFARE,1/3/1993,1/3/1993,22-03-1993,3/22/1993,24-03-1993,3/24/1993,2,2,3/4/1993,3/4/1993,-18,0,30,Ordinary Bill,Passed                        ,NA,NA,NA
17,1999,"The Urban Land (Ceiling and Regulation) Repeal Bill, 1999                                                                                                                                               ",NA,3/5/1999,3/5/1999,3/8/1999,3/8/1999,15-03-1999,3/15/1999,7,7,22-03-1999,3/22/1999,14,14,15,Ordinary Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/17_1999.pdf,NA,NA
18,1999,"The Essential Commomdities (Amendment) Bill, 1999.                                                                                                                                                      ",NA,3/5/1999,3/5/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/18_1999.pdf,NA,NA
19,1999,"The Finance (No.2) Amendment Bill, 1999                                                                                                                                                                 ",NA,26-02-1999,2/26/1999,3/5/1999,3/5/1999,3/10/1999,3/10/1999,5,5,18-03-1999,3/18/1999,13,13,12,Money Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/19_1999.pdf,NA,NA
21,1999,"The Recovery of Debts Due to Banks and Financal Insistutions (Amendment) Bill, 1999                                                                                                                     ",NA,3/5/1999,3/5/1999,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Lapsed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/21_1999.pdf,NA,NA
22,1999,"The Financial Bill, 1999                                                                                                                                                                                ",NA,27-02-1999,2/27/1999,22-04-1999,4/22/1999,23-04-1999,4/23/1999,1,1,5/11/1999,5/11/1999,19,19,27,Money Bill,Passed                        ,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/22_1999.pdf,NA,NA
